Nom;Sigle;dep.;Ville;Joueurs;Age;Jeune;Sénior;Vétéran;  N  ;  R  ;  D  ;  P  ; NC ;Matchs;Points;Ecole
Badminton Dolois;BD;39;Dole;96;29.8;30;27;39;4;5;20;28;39;189;17592.8;295
Badminton Domfrontais;BD;61;Domfront;12;21.0;6;5;1;;2;5;5;;86;537.72;287
B. C. Wittenheim;BCW84;68;Wittenheim;67;27.6;26;18;23;3;8;15;13;28;91;12437.5;170
Badminton Club Vouneuil-sur-Vienne;BCVV86;86;Vouneuil-sur-Vienne;35;25.2;16;9;10;;;1;17;17;39;91.49;0
Badminton C. Vallons De La Tour;BCVT;38;La Tour-du-Pin;111;28.4;49;18;44;;;5;28;78;23;220.44;135
Badminton Club de Villers Pol;BCVP;59;Villers-Pol;0;0.0;0;0;0;;;;;;0;0;0
Badminton Creuzier Le Vieux;BCVL;03;Creuzier-le-Vieux;57;27.2;26;13;18;;;9;26;22;10;269.27;230
Badminton Club Villeurbannais;BCVIL69;69;Villeurbanne;302;27.7;59;179;64;5;35;23;67;172;314;32884.6;205
Badminton Club Du Val De Gray;BCVG;70;Gray;42;28.8;17;7;18;;3;3;14;22;36;1306.44;155
Badminton Club de Vendegies sur Ecaillon;BCVE;59;Vendegies-sur-Écaillon;64;21.1;33;21;10;;2;7;15;40;23;824.15;0
Badminton Club Vichy Cusset;BCVC;03;Cusset;94;26.5;38;24;32;1;11;8;30;44;67;9746.7;265
Badminton Club Val de Beuvron;BCVB;41;Cellettes;43;28.3;17;5;21;;;4;11;28;0;225.45;225
Badminton Club Vaisonnais;BCVA;84;Vaison-la-Romaine;92;27.8;38;24;30;;;8;19;65;89;329.2;0
Badminton Club Valreassien;BCV84;84;Valréas;3;45.0;0;1;2;;;;;3;0;0;0
Badminton Club Voreppe;BCV38;38;Voreppe;116;30.5;40;25;51;;12;17;43;44;189;6015.81;407
Badminton Club De Valence;BCV26;26;Valence;204;25.4;85;67;52;4;22;34;37;107;230;23907.4;735
Badminton Club Vicinois;BCV;78;Voisins-le-Bretonneux;208;29.3;77;48;83;10;21;35;66;76;220;38194.1;542
Badminton Club Vannetais;BCV;56;Vannes;181;27.3;62;69;50;4;6;15;41;115;180;17144.1;352
Badminton Club Vouzinois;BCV;08;Vouziers;24;28.0;5;11;8;;2;11;8;3;75;1022.12;0
Badminton Club Villeneuvien;BCV;89;Villeneuve-sur-Yonne;42;32.9;9;13;20;;;9;24;9;52;368.28;145
Badminton Club de Villejust;BCV;91;Villejust;78;31.8;25;14;39;;;5;20;53;51;211.98;135
Badminton Club de Villé;BCV;67;Villé;21;25.7;12;0;9;;;7;3;11;24;196.58;0
Badminton Club Veynois;BCV;05;Veynes;49;37.6;12;5;32;;;1;28;20;17;162.04;240
Badminton Club Vitalien;BCV;44;Saint-Viaud;76;26.7;34;15;27;;;1;26;49;0;102.66;0
Badminton Club de Vergt;BCV;24;Vergt;6;32.3;2;1;3;;;;;6;0;0;0
Badminton Club de l'Ubaye;BCU;04;Barcelonnette;20;30.1;5;8;7;;1;4;8;7;57;950.54;0
Badminton Club de Theix-Noyalo;BCTN;56;Theix;120;25.9;51;21;48;;1;16;43;60;127;932.64;243
Badminton Club Terres de Montaigu;BCTM;85;Montaigu;109;24.8;50;29;30;;7;21;24;57;170;3289.26;242
Badminton Club de Tignieu;BCT38;38;Tignieu-Jameyzieu;159;27.8;69;32;58;;8;21;56;74;214;5807.18;501
Bc Tournefeuille;BCT;31;Tournefeuille;153;26.3;50;57;46;12;21;18;25;77;302;60279.9;245
Badminton Club De Thal;BCT;67;THAL;56;22.2;29;15;12;1;13;17;7;18;82;17031.9;269
Badminton Club Tretsois;BCT;13;Trets;122;31.6;34;30;58;;16;18;28;60;134;7547.93;225
Badminton Club De Templemars;BCT;59;Templemars;110;24.8;48;33;29;;14;14;18;64;155;6220.37;300
Badminton Club de Trun;BCT;61;Trun;29;26.1;15;5;9;;2;3;15;9;31;567.18;204
Badminton Club De Tournes;BCT;08;Tournes;34;26.9;17;7;10;;1;7;15;11;24;499.65;0
Badminton Club de Tôtes;BCT;76;Tôtes;105;22.5;56;19;30;;;8;37;60;135;455.08;406
Badminton Club Tarentaise;BCT;73;Bourg-Saint-Maurice;21;35.4;3;7;11;;;6;9;6;12;306.65;0
Badminton Club Terrasson;BCT;24;TERRASSON;17;32.4;2;7;8;;;2;10;5;56;72.37;0
Bad.club Saone Vallee;BCSV01;01;Trévoux;98;27.5;30;41;27;;10;18;38;32;229;4581.94;401
Badminton Club St pierre du mont;BCSPM;40;Saint-Pierre-du-Mont;120;29.7;37;38;45;;19;22;26;53;208;8534.39;325
Badminton Club St-pierre;BCSPI;974;Saint-Pierre;96;26.6;32;34;30;4;18;7;17;50;0;15101;0
Badminton Club Saint Paul;BCSP;974;Saint-Paul;55;34.7;16;6;33;;1;5;10;39;0;400.9;0
Badminton Club de Stutzheim-Offenheim;BCSO;67;Stutzheim-Offenheim;41;17.4;34;0;7;;;1;8;32;20;53.66;185
Bad. C. Sainte Maure De Touraine;BCSMT;37;Sainte-Maure-de-Touraine;76;28.1;25;18;33;;;;11;65;0;12.33;116
Bad.club St Medardais;BCSMJ;33;Saint-Médard-en-Jalles;164;24.5;92;22;50;;5;13;42;104;101;2582.36;419
Badminton Club De St Martin;BCSM;13;Saint-Martin-de-Crau;76;32.7;23;13;40;2;3;7;26;38;39;5310.4;195
Badminton Club de St Maur;BCSM;36;Saint-Maur;89;27.8;26;33;30;;10;9;34;36;97;3702.36;0
Badminton Club Saint Marcellois;BCSM;26;Saint-Marcel-lès-Valence;65;22.4;39;6;20;;2;9;16;38;52;1945.16;285
Badminton Club Saint-Marcel;BCSM;71;Saint-Marcel;64;28.4;31;5;28;;;;9;55;0;1.58;0
Badminton Club de Schiltigheim;BCSLPS;67;Schiltigheim;44;18.3;31;8;5;;;3;8;33;11;88.8;0
Badminton Club De Saint Léger;BCSL;76;Saint-Léger-du-Bourg-Denis;0;0.0;0;0;0;;;;;;0;0;0
Badminton Club de Saint Joseph;BCSJO;974;Saint-Joseph;28;30.3;11;3;14;;;1;6;21;0;34.23;0
Badminton Club Saint Julien des Landes;BCSJL;85;Saint-Julien-des-Landes;22;27.8;3;15;4;;;5;9;8;48;284.24;0
Badminton Club St Herblain;BCSH;44;Saint-Herblain;169;30.6;28;76;65;;4;26;62;77;186;1992.67;250
Badminton Club St Germain Du Puy;BCSG;18;Saint-Germain-du-Puy;76;27.3;19;38;19;4;16;16;23;17;154;25459.7;250
Badminton Club Ste Feyre;BCSF;23;Sainte-Feyre;56;31.3;19;13;24;;1;9;25;21;0;731.23;215
Badminton Club De Saint Erme;BCSE;02;Saint-erme;44;27.9;21;5;18;;;4;25;15;49;340.97;0
Badminton Club Saint-Dié-Des-Vosges;BCSDDV;88;Saint-Dié-des-Vosges;53;24.5;18;23;12;8;9;5;16;15;145;33937;205
Badminton Club Saint-Baudelle Contest;BCSBC;53;Saint-Baudelle;43;26.3;17;10;16;;;5;23;15;84;291.1;0
Bc Des Sorcieres De Bouxwiller;BCSB;67;Bouxwiller;49;23.2;29;9;11;;2;7;12;28;34;652.98;0
Badminton Club St Alban De Roche;BCSAR38;38;Saint-Alban-de-Roche;78;30.6;21;26;31;;18;22;25;13;157;10976.5;0
Bad.club De Saint Andre;BCSA;974;Saint-André;92;25.8;48;10;34;2;7;10;25;48;45;8537.42;520
L'Essa's du Volant;BCSA;56;Saint-Avé;84;24.7;46;11;27;;5;12;24;43;98;1901.97;275
Badminton Club Saint Avold;BCSA;57;Saint-Avold;78;26.5;32;23;23;;4;18;21;35;124;1788.05;245
Badminton Club Saint Agrèvois;BCSA;07;Saint-Agrève;10;36.4;1;2;7;;;6;3;1;31;353.42;0
Badminton Club de St Antonin Noble Val;BCSA;82;Saint-Antonin-Noble-Val;27;24.7;16;3;8;;;1;3;23;0;22.64;0
Badminton-Club de Sainte-Anastasie-sur-Issole;BCSA;83;Sainte-Anastasie-sur-Issole;24;42.8;2;3;19;;;;4;20;0;1.6;0
Association Familiale de Sundhoffen;BCS68;68;Sundhoffen;24;36.0;1;12;11;;;7;9;8;23;538.95;0
Badminton Club Stéphanois;BCS42;42;Saint-Étienne;38;32.2;3;21;14;;;;4;34;0;5.11;0
Badminton Club Sisteronais;BCS04;04;Sisteron;66;25.6;33;8;25;;;6;20;40;44;280.25;396
Badminton Club Sottevillais;BCS;76;Sotteville-lès-Rouen;151;28.9;44;60;47;3;20;24;16;88;53;18837.1;323
Badminton Club Schwindratzheim;BCS;67;Schwindratzheim;99;29.9;27;26;46;4;9;24;20;42;138;18405.7;145
Badminton Club Suresnois;BCS;92;Suresnes;257;27.5;98;77;82;;25;32;72;128;209;12472.7;434
Badminton Club Sausset;BCS;13;Sausset-les-Pins;124;30.0;50;15;59;;9;16;47;52;76;4432.43;440
Badminton Club de Sarrebourg;BCS;57;Sarrebourg;96;21.1;62;10;24;;7;9;28;52;71;2931.02;335
Badminton Club Du Sarladais;BCS;24;Sarlat-la-Canéda;60;37.1;9;16;35;;4;11;20;25;20;1692.53;195
Badminton Club Senlisien;BCS;60;Senlis;37;36.6;4;13;20;;4;7;13;13;23;1048.07;155
Badminton Club Seichois;BCS;49;Seiches-sur-le-Loir;28;31.5;3;14;11;;2;10;9;7;5;994.76;0
Badminton Club Serignan;BCS;34;Sérignan;63;31.2;23;11;29;;;7;26;30;36;236.47;0
Badminton Club Sézanne;BCS;51;Sézanne;43;31.9;10;16;17;;;2;7;34;30;105;0
Badminton Club Savignéen;BCS;37;Savigné-sur-Lathan;48;24.9;25;5;18;;;;12;36;32;61.87;0
Badminton Club Silléen;BCS;72;Sillé-le-Guillaume;10;34.1;1;4;5;;;;;10;0;0;0
Badminton Club La Roche/Yon;BCRY;85;La Roche-sur-Yon;133;27.6;41;52;40;2;14;13;12;92;177;12553.9;315
B. C. Riviere Salee;BCRS;972;Rivière-Salée;44;36.5;3;15;26;;;2;14;28;12;92.56;0
Bad Club De Rodilhan;BCRO;30;Rodilhan;0;0.0;0;0;0;;;;;;0;0;0
Badminton Club Rive De Gier;BCRG42;42;Rive-de-Gier;62;33.0;12;18;32;;;4;28;30;12;254.64;0
Badminton Club  Region Drouaise;BCRD;28;Dreux;145;31.5;39;37;69;;6;31;36;72;260;3941.03;280
Badminton Club de Roissy-en-Brie;BCRB;77;Roissy-en-Brie;39;37.0;5;12;22;;;1;7;31;0;71.96;0
Badminton Club de Roquebrune/Argens;BCRA;83;Roquebrune-sur-Argens;40;28.1;17;8;15;;;1;3;36;4;30;0
Bad'Club de Rostrenen;BCR;22;Rostrenen;68;24.4;28;26;14;18;3;5;16;26;256;142028;487
Bad.club Razacois;BCR;24;Razac-sur-l'Isle;59;32.4;18;14;27;2;10;9;13;25;59;11904.8;221
Badminton Club Roubaix;BCR;59;Roubaix;102;21.1;53;29;20;;13;16;25;48;476;8471.69;583
Badminton Club De Rambervillers;BCR;88;Rambervillers;55;25.9;21;18;16;;6;17;21;11;233;4632.05;0
Badminton Club Du Roumois;BCR;27;Routot;70;25.0;34;13;23;;1;7;24;38;19;602.59;262
Badminton Club Remoulins;BCR;30;Remoulins;22;39.2;3;4;15;;;5;4;13;4;157.96;0
Badminton Club De Renaze;BCR;53;Renazé;0;0.0;0;0;0;;;;;;0;0;0
Badminton Club Quesnoy/deule;BCQD;59;Quesnoy-sur-Deûle;66;24.0;34;13;19;;3;10;29;24;138;1062.66;421
Badminton Club Quercy Caussadais;BCQC;82;Caussade;56;26.2;28;10;18;;;2;17;37;0;183.68;190
Badminton Club Quevertois;BCQ22;22;Quévert;84;24.2;43;15;26;1;21;19;13;30;124;13038.7;290
Badminton Club Pleneuf Val Andre;BCPV;22;Pléneuf-Val-André;29;24.1;17;1;11;;;3;10;16;0;201.93;245
Badminton Club des Portes de Touraine;BCPT;37;Château-Renault;82;23.4;46;13;23;;6;18;31;27;189;3051.17;581
Badminton Club Pays de Maîche;BCPM;25;Maîche;86;23.7;36;34;16;;9;9;31;37;86;5899.53;368
Bad. Club Des Pays De Morlaix;BCPM;29;Morlaix;92;29.2;32;21;39;;2;8;31;51;43;676.08;0
Badminton Club du Pays de Ste Hermine;BCPH;85;Sainte-Hermine;66;19.1;43;14;9;;1;12;31;22;106;925.97;0
Badminton Club Pays de Guer;BCPG;56;Guer;84;17.6;55;15;14;;;5;8;71;16;188.33;362
Badminton Club de Perros Guirec;BCPG;22;Perros-Guirec;13;19.2;11;0;2;;;;11;2;3;44.51;0
Bad Club du Pays de Fougeres;BCPF;35;Fougères;256;24.8;121;67;68;12;10;41;86;107;319;49660.7;720
Badminton Club Pelissanais;BCPE;13;Pélissanne;82;35.2;7;29;46;;12;15;20;35;80;5937.23;0
Badminton Club du Pays d'Aixe;BCPA;87;Aixe-sur-Vienne;42;32.1;5;20;17;;6;15;16;5;138;1772.66;0
Badminton Club De Paita;BCPA;988;Paita;56;24.9;32;1;23;;2;2;15;37;0;1272.36;0
Badminton Club Pavillonnais 93;BCP93;93;Les Pavillons-sous-Bois;144;22.9;72;33;39;;4;8;40;92;64;2019.85;270
Badminton Club de Poitiers;BCP86;86;Poitiers;83;25.5;23;45;15;;3;15;19;46;96;1905.21;165
Badminton Club De Perigueux;BCP24;24;Périgueux;10;27.1;0;9;1;;;4;2;4;0;6.43;0
Badminton Club Pontilabien;BCP17;17;Pont-l'Abbé-d'Arnoult;68;22.6;44;5;19;;3;17;23;25;119;1483.36;627
Badminton Club des Paillons;BCP06;06;L'Escarène;40;23.4;23;5;12;;;2;18;20;45;83.9;251
Badminton Club De Pontoise;BCP;95;Pontoise;138;27.1;51;39;48;2;25;21;31;59;201;16658.3;513
Bad.club Possessionnais;BCP;974;La Possession;72;26.5;31;19;22;1;9;8;21;33;11;5596.51;0
Badminton Club Paimpolais;BCP;22;Paimpol;70;25.9;34;14;22;;9;9;20;32;125;4695.76;240
Badminton Club Pérols;BCP;34;Pérols;87;29.6;22;35;30;;8;11;13;55;44;2521.69;0
Badminton Club Plombieres L.b;BCP;88;Plombières-les-Bains;10;27.0;6;0;4;;;3;5;2;0;140.68;0
Badminton Club Portois;BCP;54;Saint-Nicolas-de-Port;12;30.6;3;4;5;;;2;9;1;26;66.62;0
Badminton Club Poindimie;BCP;988;Poindimie;27;17.9;21;2;4;;;;3;24;0;12.78;0
Badminton Club Palmiplainois;BCP;974;La Plaine-des-Palmistes;0;0.0;0;0;0;;;;;;0;0;0
Badminton Club de Pauillac;BCP;33;Pauillac;4;37.2;0;1;3;;;;;4;0;0;0
Badminton Club de Peypin;BCP;13;Peypin;0;0.0;0;0;0;;;;;;0;0;0
Badminton Cominois;BCOM;59;Comines;55;19.0;35;14;6;;3;5;16;31;79;1461.25;296
Badminton Club Ostwald;BCO;67;Ostwald;94;27.4;29;36;29;8;34;23;8;21;317;54338.8;243
Badminton Club d'Ozoir;BCO;77;Ozoir-la-Ferrière;91;29.8;39;15;37;;2;13;24;52;108;1944.29;230
Badminton Club Objatois;BCO;19;Objat;44;25.2;22;6;16;;5;6;14;19;102;1391.62;260
Badminton Club Orangeois;BCO;84;Orange;122;25.9;54;35;33;;1;13;36;72;122;924.97;270
Badminton Club de Oiry;BCO;51;Oiry;33;15.7;28;1;4;;;7;4;22;10;319.73;0
Badminton Club Oignies;BCO;62;Oignies;40;22.3;25;5;10;;;2;13;25;4;130.38;320
Badminton Club Nérisien Michel Thonier;BCNMT;03;Néris-les-Bains;13;41.7;2;2;9;;;;3;10;0;4.94;0
Badminton Club De Noisiel;BCN;77;Noisiel;68;26.3;30;17;21;7;12;13;18;18;128;28323.5;0
Badminton Club Nogentais;BCN;28;Nogent-le-Rotrou;62;24.4;34;8;20;;4;12;13;33;59;3210.21;0
Badminton Club Narbonnais;BCN;11;Narbonne;134;27.5;58;29;47;;5;28;34;67;265;2286.06;0
Badminton Cote De Nacre;BCN;14;Saint-Aubin-sur-Mer;30;24.9;16;5;9;;3;7;10;10;39;1678.74;205
Badminton Club du Neuhof Strasbourg;BCN;67;Strasbourg;27;42.1;0;10;17;;2;8;9;8;8;945.76;0
Badminton Club de Nuaillé;BCN;49;Nuaillé;82;27.8;36;13;33;;1;11;20;50;66;472.93;360
Badminton du Canton de Nouvion;BCN;80;NOUVION EN PONTHIEU;21;21.0;10;7;4;;;4;7;10;38;278.02;175
Badminton Club Noyalais;BCN;56;Noyal-Pontivy;41;28.4;13;15;13;;;7;12;22;38;274.23;0
Badminton Club Nontronnais;BCN;24;Nontron;7;31.9;2;0;5;;;;2;5;0;3.52;0
Bad'Club Nérondais;BCN;18;Nérondes;28;33.6;6;8;14;;;;1;27;0;0.44;0
B.C. Musau Strasbourg;BCMS;67;Strasbourg;222;28.8;19;148;55;2;30;32;34;124;234;21746.1;140
Badminton C. Marquise Pompadour;BCMP;19;Arnac-Pompadour;17;35.8;1;7;9;;1;3;6;7;25;381.73;0
Badminton Club Montigny en Ostrevent;BCMO;59;Montigny-en-Ostrevent;17;35.8;2;4;11;;;;10;7;14;71.88;0
Badminton Club Martignas/jalle;BCMJ;33;Martignas-sur-Jalle;111;28.9;41;26;44;3;23;21;15;49;123;22334.7;360
Bad Club Montreuil-Juigné;BCMJ;49;Montreuil-Juigné;80;25.6;44;12;24;;;;18;62;23;57.28;0
Badminton Club Merville Franceville;BCMF;14;Merville-Franceville-Plage;32;36.9;6;4;22;;2;3;7;20;5;453.57;195
Badminton Club Mensois;BCME38;38;Mens;8;43.9;0;2;6;;;5;3;;25;139.83;0
Badminton Club Montigny Le Bretonneux;BCMB;78;Montigny-le-Bretonneux;258;29.0;84;79;95;1;21;36;80;120;233;14659.6;400
B.c. Moulins Avermes Yzeure;BCMAY;03;Moulins;122;26.8;46;36;40;;8;13;39;62;38;3193.48;290
Badminton Club De La Mandallaz;BCM74;74;Sillingy;109;24.8;48;28;33;;15;21;23;50;335;6860.56;460
Badminton Club Meylan;BCM38;38;Meylan;177;25.3;72;63;42;17;35;23;40;62;592;73448.1;527
Badminton Club Manosquin;BCM04;04;Manosque;106;29.4;29;40;37;;;8;27;71;60;508.46;0
Badminton Club Marmandais;BCM;47;Marmande;70;29.1;23;22;25;1;4;13;23;29;103;6618.22;217
Badminton Club De Meze;BCM;34;Mèze;67;26.6;25;18;24;;6;10;9;42;42;5149.24;285
Badminton Club Mulhouse;BCM;68;Mulhouse;76;29.6;16;35;25;;11;15;13;37;113;4718.09;127
Badminton Club  De Mormant;BCM;77;Mormant;124;26.5;55;27;42;;5;13;52;54;96;2924.52;459
Badminton Club Mendois;BCM;48;Mende;101;28.3;34;28;39;;6;26;35;34;281;2775.31;190
Badminton Club de Mallemort;BCM;13;Mallemort;104;28.7;41;16;47;;8;11;35;50;51;2176.47;220
Badminton Club Meruvien;BCM;60;Méru;55;26.0;19;18;18;;1;11;9;34;10;689.44;0
Bad Club Moufia;BCM;974;Ste Clotilde;19;29.9;6;7;6;;1;5;8;5;0;489.88;0
Badminton Club Montponnais;BCM;24;Montpon-Ménestérol;39;25.1;20;7;12;;1;4;18;16;23;393.73;220
Badminton Club Matoury;BCM;973;Matoury;28;23.7;15;6;7;;;8;8;12;0;339.08;195
Badminton Club Montmirail;BCM;51;Montmirail;48;27.4;18;12;18;;;6;15;27;83;238.88;0
Badminton Club Menucourt;BCM;95;Menucourt;120;25.8;59;12;49;;;2;31;87;0;142.89;290
Badminton Club des Monédières;BCM;19;Chamberet;17;29.9;4;8;5;;;1;14;2;57;129.88;0
BADMINTON CLUB MENDULPHIN;BCM;44;Saint-Molf;43;28.8;14;12;17;;;1;19;23;18;105.43;0
Badminton Club Meucon;BCM;56;Meucon;18;37.3;0;7;11;;;3;14;1;0;104.17;0
Badminton Club de Mortagne;BCM;59;Mortagne-du-Nord;41;27.8;24;2;15;;;1;17;23;0;103.86;0
Badminton Club Morhange;BCM;57;Morhange;41;15.2;33;4;4;;;3;13;25;27;90.99;0
Bad Club Milhaudois;BCM;30;Milhaud;59;27.8;26;13;20;;;;8;51;0;21.23;85
Badminton Club Meyrargues;BCM;13;Meyrargues;0;0.0;0;0;0;;;;;;0;0;0
Badminton Club De Luzinay;BCLU38;38;Luzinay;34;26.3;19;2;13;;;4;13;17;13;178.64;0
Badminton Club Les Mureaux;BCLMX;78;Les Mureaux;21;35.3;3;6;12;;;;8;13;0;35.26;0
Badminton Club Leo Lagrange;BCLL;81;Carmaux;48;25.5;22;10;16;;1;12;12;23;34;783.35;250
Badminton Club Le Chesnay;BCLC;78;Le Chesnay;147;29.9;53;36;58;;5;7;27;108;58;2401.09;205
Badminton Club Le Chatelet;BCLC;18;Le Châtelet;45;27.7;18;9;18;;;1;5;39;32;15.86;190
Badminton Club Les Bordes;BCLB;45;Les Bordes;79;23.9;40;14;25;;;6;22;51;20;254.72;309
Badminton Club Du Loing 77;BCL77;77;Montcourt-Fromonville;55;25.4;29;6;20;;;3;7;45;0;108.88;0
Bc Lezennes;BCL59;59;Lezennes;140;25.6;47;50;43;3;18;20;41;58;313;18211.9;362
Badminton Club Lunellois;BCL34;34;Lunel;106;28.3;39;27;40;;6;18;27;55;25;1711.84;0
Badminton de la Côte des Légendes;BCL29;29;Ploudalmézeau;48;22.7;29;5;14;;1;13;9;25;117;588.98;265
Badminton Club Lezatois;BCL09;09;Lézat-sur-Lèze;24;27.0;12;2;10;;;1;8;15;0;38.93;0
Badminton Club Lampertheim;BCL;67;Lampertheim;49;27.0;18;16;15;3;14;17;7;8;124;20363.4;0
Badminton Club Langonais;BCL;48;Langogne;36;25.6;19;6;11;2;3;5;14;12;68;7868.26;210
Badminton Club Lislois;BCL;32;L'Isle-Jourdain;125;24.3;65;22;38;;2;12;42;69;26;770.06;427
Badminton Club Lensois;BCL;62;Lens;21;31.1;0;13;8;;1;8;6;6;46;750.36;0
Badminton Club Lavallois;BCL;53;Laval;61;29.2;1;49;11;;;13;23;25;139;691.25;0
Badminton Club de Lumes;BCL;08;Lumes;47;31.5;12;15;20;;;12;14;21;81;414.86;225
Badminton Club de Lutterbach;BCL;68;Lutterbach;79;30.3;34;10;35;;;8;27;44;38;320.03;206
Badminton Club Lucois;BCL;83;Le Luc En Provence;18;37.2;1;8;9;;;2;6;10;0;245.22;0
Badminton Club De Langres;BCL;52;Langres;47;27.8;21;9;17;;;5;13;29;2;198.72;0
Badminton Club De Lacanau;BCL;33;Lacanau;38;27.7;17;5;16;;1;5;13;19;4;197.24;0
Badminton Club Laragnais;BCL;05;Laragne-Montéglin;21;40.2;1;7;13;;;2;15;4;15;160.51;0
Badminton Club Loudunais;BCL;86;Loudun;8;32.9;0;4;4;;;1;3;4;0;29.98;0
Badminton Club de Luant;BCL;36;Luant;17;30.2;6;3;8;;;;6;11;0;1.03;0
Badminton Club Lorris;BCL;45;Lorris;0;0.0;0;0;0;;;;;;0;0;0
Badminton Club Kemperle;BCK;29;Quimperlé;225;23.2;120;40;65;5;19;28;42;131;413;27633;679
Badminton Club De Kone;BCK;988;Kone;10;35.4;0;7;3;;;2;3;5;0;64.92;0
Badminton Club Jarnais;BCJ;17;La Jarne;91;32.3;28;17;46;;;12;27;52;29;652.69;0
Badminton Illkirch-graffenstaden;BCIG;67;Illkirch-Graffenstaden;107;28.1;21;56;30;;12;25;23;47;157;8871.69;0
Badminton Club Isle D'abeau;BCIA38;38;L'Isle-d'Abeau;194;25.1;92;38;64;3;14;28;60;89;389;26577.3;675
Badminton Club Isle;BCI;87;Isle;184;29.0;55;60;69;4;25;28;46;81;492;29378.4;415
Badminton Club du Haut Vendomois;BCHV;41;Morée;75;26.3;33;11;31;;;9;27;39;83;362.46;320
Badminton Club de l'Hermitage et du Tournonais;BCHT;07;Tain-Tournon-St jean de Muzols;158;25.7;74;33;51;3;11;26;44;74;180;17998.6;741
Badminton Club Hettange Soetrich;BCHS;57;Hettange-Grande;61;31.8;13;22;26;;;;3;58;0;7.78;0
Badminton Club Haut Poitou;BCHP;86;Vouillé-Cissé;131;25.2;58;31;42;;7;22;33;69;158;2713.53;225
Bad. Club Hersin Coupigny;BCHC;62;Hersin-Coupigny;64;23.9;28;18;18;4;4;10;18;28;113;17586.3;245
Badminton Club Haute Charente;BCHC;16;ROUMAZIERES;25;24.0;13;4;8;;3;3;3;16;36;2179.07;0
Badminton Club d'Hénin Beaumont;BCHB;62;Hénin-Beaumont;41;21.1;26;4;11;;;2;10;29;0;210.5;108
Badminton Club Hangenbieten;BCH;67;Hangenbieten;54;32.8;11;12;31;;7;7;9;31;47;3085.27;170
Badminton Club Haytillon;BCH;50;La Haye-du-Puits;43;34.1;5;16;22;;;5;16;22;66;192.18;0
Badminton Club Henrichemont;BCH;18;Henrichemont;0;0.0;0;0;0;;;;;;0;0;0
badminton club du grau du roi;BCGR;30;Le Grau-du-Roi;0;0.0;0;0;0;;;;;;0;0;0
Badminton Club  La Grande Motte;BCGM;34;La Grande-Motte;50;27.5;24;8;18;;;3;14;33;0;124.28;282
B.club Guichen-Bourg des Comptes;BCGBDC;35;Guichen;160;24.0;78;35;47;24;18;16;35;67;513;173440;704
Badminton Club Grenoble;BCG38;38;Grenoble;260;33.2;0;155;105;2;24;16;45;173;252;19436.6;0
Badminton Club Gapencais;BCG05;05;Gap;121;32.0;33;27;61;;4;22;44;51;394;1725.83;240
Badminton Club Garéoultais;BCG;83;Garéoult;50;28.4;21;10;19;11;1;3;16;19;106;47159;327
Badminton Club de Gien;BCG;45;Gien;90;25.4;44;17;29;5;7;15;21;42;209;29374.5;480
Badminton Club Gemmois;BCG;49;Sainte-Gemmes-sur-Loire;77;31.5;19;24;34;;16;17;21;23;193;12687.8;0
Badminton Club de Gasny;BCG;27;Gasny;72;21.6;43;14;15;;10;8;14;40;18;6142.76;345
Badminton Club Guérétois;BCG;23;Guéret;108;23.6;56;25;27;;9;15;40;44;324;5686.21;510
Bad Club Grenadin;BCG;31;Grenade;69;27.9;29;9;31;;3;6;22;38;45;1527.71;230
Badminton Club de Gosné;BCG;35;Gosné;66;27.5;27;14;25;;1;5;34;26;16;735.83;250
BADMINTON CLUB GORRONNAIS;BCG;53;Gorron;34;32.5;8;8;18;;;8;15;11;72;568.23;0
Badminton Club Gourinois;BCG;56;Gourin;51;25.1;29;6;16;;1;4;7;39;35;535.26;160
Badminton Club Grasse;BCG;06;Grasse;76;37.5;1;36;39;;;7;35;34;41;410.72;0
Badminton Club Govennais;BCG;35;Goven;85;22.5;50;9;26;;;7;36;42;7;371.19;370
Badminton Club Guignes;BCG;77;Guignes;45;30.5;13;15;17;;;4;15;26;0;172.1;0
Badminton Club Gardéen;BCG;83;La Garde;77;40.5;1;28;48;;;3;11;63;3;94.55;0
Badminton Club Grenadois;BCG;40;Grenade-sur-l'Adour;31;28.7;16;2;13;;;;10;21;0;35.46;180
Badminton Club De Fuveau;BCFU;13;Fuveau;65;28.6;23;17;25;;2;5;13;45;3;1308.53;0
B.C.F. Guebwiller;BCFG;68;Guebwiller;106;27.5;51;16;39;;4;21;18;63;106;3218.86;215
Badminton Club de Faverges;BCF74;74;Faverges;75;28.6;33;10;32;;7;7;20;41;45;4601.68;283
Badminton Club Firminy;BCF42;42;Firminy;147;27.8;53;40;54;;18;13;44;72;204;11927.4;230
Badminton Club Fos;BCF;13;Fos-sur-Mer;69;25.7;28;20;21;20;5;3;14;27;283;208103;360
Badminton Club Fegersheim;BCF;67;Fegersheim;20;39.1;1;6;13;;3;8;5;4;4;1453.62;0
Badminton Club Foyalais;BCF;972;Fort-de-France;45;29.9;15;12;18;;2;8;13;22;35;979.63;384
Badminton Club de Fontenilles;BCF;31;Fontenilles;55;37.7;2;21;32;;;2;20;33;0;130.38;0
Badminton Club Francvillois;BCF;41;Villefranche-sur-Cher;19;40.9;1;3;15;;;2;11;6;43;110.92;0
